order_number,order_date,ship_date,customer_id,sales_channel,currency_code,warehouse_code,region_id,product_id,order_quantity,unit_price,total_unit_cost,total_revenue
SO - 000784,4/2/2021,2/18/2021,35,Global Sales,NZD,RPT503,17,7,11,194.3,110.751,2137.3
SO - 0002691,4/2/2021,7/2/2021,1,Logistics Partner,GBP,RPT503,81,7,7,1031.8,588.126,7222.6
SO - 0004754,4/2/2021,10/2/2021,33,Trade Supply,NZD,RPT503,21,12,8,6304.7,5106.807,50437.6
SO - 0005111,4/2/2021,7/2/2021,47,Global Sales,AUD,RPT503,96,1,6,5862.5,2872.625,35175.0
SO - 0005435,4/2/2021,2/20/2021,46,Trade Supply,AUD,RPT503,7,11,5,3370.1,2527.575,16850.5
SO - 0005542,4/2/2021,9/2/2021,7,Logistics Partner,USD,RPT503,7,7,8,1045.2,710.736,8361.6
SO - 0005697,4/2/2021,9/2/2021,43,Logistics Partner,GBP,RPT503,80,13,10,1983.2,1189.92,19832.0
SO - 0007647,4/2/2021,2/19/2021,29,Trade Supply,USD,RPT503,38,1,8,984.9,827.316,7879.2
SO - 0007882,4/2/2021,2/14/2021,43,Logistics Partner,NZD,RPT503,47,5,6,931.3,791.605,5587.8
SO - 0001838,5/2/2021,11/2/2021,30,Trade Supply,NZD,RPT503,12,12,10,2566.1,1950.236,25661.0
SO - 0002093,5/2/2021,2/15/2021,24,Global Sales,NZD,RPT503,12,2,9,6391.8,3323.736,57526.2
SO - 0004159,5/2/2021,2/19/2021,3,Trade Supply,GBP,RPT503,18,2,6,194.3,97.15,1165.8
SO - 0004551,5/2/2021,2/18/2021,42,Trade Supply,NZD,RPT503,5,1,9,1775.5,1154.075,15979.5
SO - 0005551,5/2/2021,2/14/2021,22,Logistics Partner,USD,RPT503,72,14,8,2499.1,1774.361,19992.8
SO - 0006056,5/2/2021,2/17/2021,4,Trade Supply,NZD,RPT503,54,5,10,3075.3,1722.168,30753.0
SO - 0007390,5/2/2021,2/22/2021,4,Trade Supply,AUD,RPT503,57,5,9,3939.6,2718.324,35456.4
SO - 0001213,6/2/2021,2/14/2021,23,Logistics Partner,AUD,RPT503,22,11,12,2659.9,2154.519,31918.8
SO - 0002848,6/2/2021,2/15/2021,22,Trade Supply,AUD,RPT503,47,11,5,5078.6,3351.876,25393.0
SO - 0004421,6/2/2021,2/24/2021,13,Logistics Partner,USD,RPT503,75,1,7,227.8,113.9,1594.6
SO - 0006310,6/2/2021,2/13/2021,21,Trade Supply,USD,RPT503,76,2,7,2546.0,1196.62,17822.0
SO - 0006805,6/2/2021,2/17/2021,48,Global Sales,NZD,RPT503,40,7,11,2385.2,1765.048,26237.2
SO - 0001971,7/2/2021,2/19/2021,26,Logistics Partner,EUR,RPT503,91,2,10,3155.7,1262.28,31557.0
SO - 0004473,7/2/2021,2/24/2021,5,Global Sales,NZD,RPT503,75,12,10,234.5,171.185,2345.0
SO - 0005011,7/2/2021,2/25/2021,17,Trade Supply,NZD,RPT503,9,14,10,1005.0,592.95,10050.0
SO - 0007907,7/2/2021,10/2/2021,33,Logistics Partner,USD,RPT503,64,1,11,3289.7,2204.099,36186.7
SO - 000646,8/2/2021,2/14/2021,36,Logistics Partner,USD,RPT503,72,5,11,1902.8,1084.596,20930.8
SO - 0001557,8/2/2021,2/13/2021,15,Logistics Partner,NZD,RPT503,2,11,8,670.0,475.7,5360.0
SO - 0002749,8/2/2021,2/18/2021,37,Logistics Partner,NZD,RPT503,44,13,10,1098.8,879.04,10988.0
SO - 0003066,8/2/2021,2/24/2021,38,Trade Supply,NZD,RPT503,41,11,12,180.9,117.585,2170.8
SO - 0004179,8/2/2021,2/23/2021,48,Logistics Partner,AUD,RPT503,28,2,11,3289.7,1348.777,36186.7
SO - 0007133,8/2/2021,11/2/2021,1,Trade Supply,USD,RPT503,99,5,8,1226.1,956.358,9808.8
SO - 0007242,8/2/2021,2/13/2021,39,Trade Supply,AUD,RPT503,81,7,12,1239.5,805.675,14874.0
SO - 0007526,8/2/2021,12/2/2021,43,Trade Supply,USD,RPT503,70,1,11,5246.1,3042.738,57707.1
SO - 0001162,9/2/2021,2/18/2021,25,Global Sales,NZD,RPT503,42,7,6,6331.5,2532.6,37989.0
SO - 0002309,9/2/2021,2/26/2021,27,Trade Supply,AUD,RPT503,74,2,12,1078.7,733.516,12944.4
SO - 0002850,9/2/2021,12/2/2021,28,Trade Supply,AUD,RPT503,28,1,12,3899.4,2261.652,46792.8
SO - 0006973,9/2/2021,2/27/2021,3,Trade Supply,NZD,RPT503,36,3,12,1132.3,849.225,13587.6
SO - 0007549,9/2/2021,2/15/2021,44,Trade Supply,NZD,RPT503,44,5,9,817.4,531.31,7356.6
SO - 0001584,10/2/2021,2/15/2021,11,Global Sales,AUD,RPT503,95,14,8,187.6,78.792,1500.8
SO - 0003636,10/2/2021,2/27/2021,30,Trade Supply,EUR,RPT503,13,11,11,1822.4,1530.816,20046.4
SO - 0004707,10/2/2021,2/24/2021,11,Global Sales,USD,RPT503,65,13,9,1085.4,716.364,9768.6
SO - 0004809,10/2/2021,2/23/2021,9,Trade Supply,GBP,RPT503,35,13,12,2385.2,1311.86,28622.4
SO - 0005544,10/2/2021,2/26/2021,23,Trade Supply,USD,RPT503,11,7,11,5788.8,4457.376,63676.8
SO - 0006144,10/2/2021,2/20/2021,50,Trade Supply,NZD,RPT503,19,6,8,2345.0,1735.3,18760.0
SO - 0007214,10/2/2021,2/20/2021,29,Logistics Partner,USD,RPT503,8,8,8,1929.6,1196.352,15436.8
SO - 0007852,10/2/2021,2/15/2021,3,Trade Supply,NZD,RPT503,44,2,9,1956.4,1604.248,17607.6
SO - 0007898,10/2/2021,2/25/2021,32,Trade Supply,USD,RPT503,96,6,6,261.3,104.52,1567.8
SO - 000725,11/2/2021,2/14/2021,26,Trade Supply,EUR,RPT503,55,12,9,2512.5,1658.25,22612.5
SO - 0001060,11/2/2021,2/20/2021,4,Trade Supply,NZD,RPT503,50,9,12,1139.0,740.35,13668.0
SO - 0005348,11/2/2021,2/16/2021,32,Global Sales,NZD,RPT503,98,11,5,1192.6,477.04,5963.0
SO - 0007196,11/2/2021,2/15/2021,48,Global Sales,USD,RPT503,22,12,7,174.2,128.908,1219.4
SO - 0007814,11/2/2021,2/20/2021,43,Logistics Partner,NZD,RPT503,38,7,9,6338.2,3993.066,57043.8
SO - 0001176,12/2/2021,2/21/2021,50,Logistics Partner,NZD,RPT503,40,1,9,234.5,161.805,2110.5
SO - 0001475,12/2/2021,2/24/2021,16,Trade Supply,USD,RPT503,29,1,8,1306.5,940.68,10452.0
SO - 0003293,12/2/2021,2/19/2021,15,Trade Supply,AUD,RPT503,51,13,9,3618.0,2858.22,32562.0
SO - 0003713,12/2/2021,2/28/2021,27,Trade Supply,EUR,RPT503,14,1,6,3999.9,2279.943,23999.4
SO - 0005703,12/2/2021,2/22/2021,10,Trade Supply,NZD,RPT503,52,13,9,1078.7,571.711,9708.3
SO - 0006114,12/2/2021,1/3/2021,27,Trade Supply,EUR,RPT503,97,5,5,3953.0,3360.05,19765.0
SO - 0006193,12/2/2021,2/19/2021,18,Logistics Partner,USD,RPT503,56,5,10,3999.9,2679.933,39999.0
SO - 000663,2/13/2021,2/25/2021,32,Trade Supply,AUD,RPT503,91,1,11,971.5,592.615,10686.5
SO - 0002379,2/13/2021,2/17/2021,39,Trade Supply,GBP,RPT503,66,6,5,3999.9,2519.937,19999.5
SO - 0003370,2/13/2021,2/19/2021,26,Logistics Partner,NZD,RPT503,45,2,10,1835.8,1523.714,18358.0
SO - 0003858,2/13/2021,2/18/2021,27,Global Sales,USD,RPT503,70,2,12,3644.8,2842.944,43737.6
SO - 0005639,2/13/2021,2/20/2021,1,Global Sales,USD,RPT503,7,3,5,227.8,186.796,1139.0
SO - 0006636,2/13/2021,2/24/2021,40,Logistics Partner,NZD,RPT503,76,5,7,241.2,178.488,1688.4
SO - 0007447,2/13/2021,2/17/2021,15,Logistics Partner,NZD,RPT503,71,9,9,5071.9,4311.115,45647.1
SO - 0002732,2/14/2021,2/22/2021,23,Logistics Partner,NZD,RPT503,50,13,8,2546.0,2062.26,20368.0
SO - 0003117,2/14/2021,3/3/2021,49,Logistics Partner,USD,RPT503,16,5,7,6438.7,4120.768,45070.9
SO - 0004490,2/14/2021,2/27/2021,18,Logistics Partner,NZD,RPT503,23,13,5,3095.4,2631.09,15477.0
SO - 0004541,2/14/2021,2/28/2021,4,Trade Supply,NZD,RPT503,33,1,10,1782.2,1069.32,17822.0
SO - 0005324,2/14/2021,2/24/2021,50,Trade Supply,NZD,RPT503,79,2,5,971.5,641.19,4857.5
SO - 0005410,2/14/2021,2/20/2021,40,Trade Supply,NZD,RPT503,6,9,11,5045.1,3279.315,55496.1
SO - 0005478,2/14/2021,2/23/2021,8,Global Sales,USD,RPT503,52,1,10,1031.8,453.992,10318.0
SO - 0005850,2/14/2021,4/3/2021,3,Global Sales,EUR,RPT503,76,13,8,3919.5,2665.26,31356.0
SO - 0005989,2/14/2021,2/17/2021,35,Logistics Partner,NZD,RPT503,81,1,6,864.3,380.292,5185.8
SO - 0007424,2/14/2021,2/27/2021,6,Trade Supply,NZD,RPT503,33,7,7,730.3,496.604,5112.1
SO - 0007677,2/14/2021,4/3/2021,10,Trade Supply,USD,RPT503,98,1,11,998.3,419.286,10981.3
SO - 000969,2/15/2021,4/3/2021,33,Trade Supply,USD,RPT503,81,1,12,2284.7,1713.525,27416.4
SO - 0004264,2/15/2021,2/20/2021,17,Trade Supply,EUR,RPT503,68,5,12,3865.9,1739.655,46390.8
SO - 0005254,2/15/2021,2/27/2021,35,Trade Supply,NZD,RPT503,91,10,6,1969.8,1181.88,11818.8
SO - 0007985,2/15/2021,2/24/2021,7,Logistics Partner,NZD,RPT503,88,9,8,884.4,512.952,7075.2
SO - 0008008,2/15/2021,1/3/2021,25,Trade Supply,NZD,RPT503,42,1,11,6210.9,3540.213,68319.9
SO - 000625,2/16/2021,2/3/2021,39,Trade Supply,AUD,RPT503,13,7,5,1882.7,1430.852,9413.5
SO - 000801,2/16/2021,2/21/2021,33,Trade Supply,NZD,RPT503,96,2,5,1065.3,671.139,5326.5
SO - 0002933,2/16/2021,2/25/2021,40,Logistics Partner,NZD,RPT503,80,1,6,180.9,151.956,1085.4
SO - 0003533,2/16/2021,2/21/2021,5,Logistics Partner,NZD,RPT503,70,11,12,884.4,725.208,10612.8
SO - 0004466,2/16/2021,2/3/2021,10,Trade Supply,NZD,RPT503,41,9,8,174.2,85.358,1393.6
SO - 0006673,2/16/2021,4/3/2021,32,Trade Supply,USD,RPT503,2,7,5,2599.6,1637.748,12998.0
SO - 000799,2/17/2021,2/3/2021,13,Trade Supply,USD,RPT503,17,7,11,3832.4,2835.976,42156.4
SO - 0001183,2/17/2021,2/23/2021,45,Logistics Partner,NZD,RPT503,17,7,8,3979.8,2865.456,31838.4
SO - 0001224,2/17/2021,2/25/2021,42,Trade Supply,NZD,RPT503,51,5,8,2492.4,1370.82,19939.2
SO - 0002407,2/17/2021,2/25/2021,12,Trade Supply,AUD,RPT503,41,7,9,227.8,179.962,2050.2
SO - 0002925,2/17/2021,2/24/2021,7,Logistics Partner,USD,RPT503,11,5,9,5172.4,3103.44,46551.6
SO - 0003100,2/17/2021,2/26/2021,45,Global Sales,EUR,RPT503,28,12,5,3886.0,3108.8,19430.0
SO - 0004350,2/17/2021,2/3/2021,41,Logistics Partner,NZD,RPT503,65,13,6,1125.6,607.824,6753.6
SO - 0004730,2/17/2021,3/3/2021,45,Global Sales,USD,RPT503,85,2,7,1855.9,760.919,12991.3
SO - 0004827,2/17/2021,1/3/2021,14,Logistics Partner,GBP,RPT503,50,11,11,180.9,123.012,1989.9
SO - 0005417,2/17/2021,5/3/2021,24,Trade Supply,USD,RPT503,19,11,10,3953.0,2411.33,39530.0
SO - 0005790,2/17/2021,2/24/2021,5,Trade Supply,NZD,RPT503,90,7,5,2371.8,1565.388,11859.0
SO - 0006971,2/17/2021,2/28/2021,20,Trade Supply,NZD,RPT503,38,2,10,221.1,119.394,2211.0
SO - 000111,2/18/2021,6/3/2021,21,Global Sales,USD,RPT503,33,1,12,201.0,124.62,2412.0
SO - 000267,2/18/2021,2/22/2021,16,Trade Supply,USD,RPT503,78,13,6,1005.0,502.5,6030.0
SO - 000838,2/18/2021,2/28/2021,3,Logistics Partner,NZD,RPT503,22,11,8,1809.0,1465.29,14472.0
SO - 0002259,2/18/2021,4/3/2021,2,Trade Supply,USD,RPT503,45,11,12,1031.8,433.356,12381.6
SO - 0003714,2/18/2021,6/3/2021,32,Logistics Partner,USD,RPT503,24,2,11,1192.6,536.67,13118.6
SO - 0003802,2/18/2021,2/23/2021,24,Trade Supply,USD,RPT503,88,2,9,877.7,438.85,7899.3
SO - 0004306,2/18/2021,2/23/2021,29,Logistics Partner,USD,RPT503,62,2,7,2499.1,1024.631,17493.7
SO - 0004457,2/18/2021,2/23/2021,17,Logistics Partner,USD,RPT503,38,1,6,1835.8,1413.566,11014.8
SO - 0004480,2/18/2021,2/27/2021,10,Trade Supply,NZD,RPT503,39,7,7,3946.3,2920.262,27624.1
SO - 0004875,2/18/2021,2/22/2021,39,Trade Supply,AUD,RPT503,87,7,11,268.0,131.32,2948.0
SO - 0006191,2/18/2021,1/3/2021,2,Trade Supply,USD,RPT503,59,6,9,1105.5,807.015,9949.5
SO - 0006976,2/18/2021,2/22/2021,14,Trade Supply,NZD,RPT503,94,7,9,5293.0,3334.59,47637.0
SO - 0007439,2/18/2021,8/3/2021,9,Logistics Partner,AUD,RPT503,52,8,5,3028.4,1907.892,15142.0
SO - 0007979,2/18/2021,4/3/2021,44,Logistics Partner,EUR,RPT503,34,7,7,6398.5,4542.935,44789.5
SO - 000150,2/19/2021,7/3/2021,20,Trade Supply,USD,RPT503,87,5,5,3638.1,1455.24,18190.5
SO - 0001059,2/19/2021,7/3/2021,16,Trade Supply,GBP,RPT503,26,1,11,167.5,123.95,1842.5
SO - 0002017,2/19/2021,2/23/2021,45,Trade Supply,USD,RPT503,26,5,9,1031.8,412.72,9286.2
SO - 0002995,2/19/2021,2/24/2021,16,Logistics Partner,GBP,RPT503,18,9,10,1936.3,929.424,19363.0
SO - 0005244,2/19/2021,8/3/2021,43,Trade Supply,NZD,RPT503,35,1,10,1038.5,737.335,10385.0
SO - 0006516,2/19/2021,4/3/2021,6,Logistics Partner,NZD,RPT503,1,11,6,1956.4,1447.736,11738.4
SO - 0006580,2/19/2021,7/3/2021,26,Logistics Partner,USD,RPT503,75,11,8,2881.0,2189.56,23048.0
SO - 0007195,2/19/2021,9/3/2021,25,Global Sales,NZD,RPT503,85,13,6,864.3,726.012,5185.8
SO - 0007423,2/19/2021,2/24/2021,49,Logistics Partner,USD,RPT503,28,11,7,857.6,445.952,6003.2
SO - 0007613,2/19/2021,9/3/2021,32,Logistics Partner,GBP,RPT503,71,13,6,268.0,152.76,1608.0
SO - 0001321,2/20/2021,10/3/2021,29,Trade Supply,NZD,RPT503,41,5,6,2412.0,2001.96,14472.0
SO - 0001660,2/20/2021,10/3/2021,45,Logistics Partner,USD,RPT503,82,11,6,1058.6,719.848,6351.6
SO - 0006677,2/20/2021,6/3/2021,18,Trade Supply,NZD,RPT503,75,1,9,958.1,699.413,8622.9
SO - 000343,2/21/2021,7/3/2021,35,Trade Supply,AUD,RPT503,44,1,11,6391.8,4793.85,70309.8
SO - 0003430,2/21/2021,7/3/2021,24,Trade Supply,USD,RPT503,8,2,8,1782.2,1354.472,14257.6
SO - 0005566,2/21/2021,5/3/2021,1,Logistics Partner,USD,RPT503,42,10,8,174.2,142.844,1393.6
SO - 0006014,2/21/2021,1/3/2021,26,Logistics Partner,NZD,RPT503,34,11,7,180.9,86.832,1266.3
SO - 0006954,2/21/2021,5/3/2021,39,Logistics Partner,AUD,RPT503,72,5,8,978.2,616.266,7825.6
SO - 0007510,2/21/2021,7/3/2021,33,Trade Supply,USD,RPT503,32,9,9,3035.1,1335.444,27315.9
SO - 0001449,2/22/2021,6/3/2021,11,Trade Supply,EUR,RPT503,80,13,6,6532.5,5487.3,39195.0
SO - 0001754,2/22/2021,2/3/2021,45,Logistics Partner,NZD,RPT503,16,11,11,1159.1,904.098,12750.1
SO - 0006578,2/22/2021,2/28/2021,28,Trade Supply,USD,RPT503,60,9,10,1072.0,761.12,10720.0
SO - 0007992,2/22/2021,5/3/2021,18,Global Sales,AUD,RPT503,96,8,12,1983.2,1566.728,23798.4
SO - 0008012,2/22/2021,2/3/2021,38,Logistics Partner,NZD,RPT503,25,6,8,1802.3,1117.426,14418.4
SO - 0008043,2/22/2021,2/28/2021,25,Trade Supply,AUD,RPT503,94,2,8,268.0,142.04,2144.0
SO - 000548,2/23/2021,2/26/2021,31,Trade Supply,USD,RPT503,12,1,10,207.7,135.005,2077.0
SO - 0001615,2/23/2021,4/3/2021,47,Trade Supply,NZD,RPT503,99,5,9,3577.8,1431.12,32200.2
SO - 0001911,2/23/2021,5/3/2021,43,Logistics Partner,USD,RPT503,64,13,5,2579.5,1625.085,12897.5
SO - 0002751,2/23/2021,2/27/2021,1,Trade Supply,USD,RPT503,60,5,7,944.7,547.926,6612.9
SO - 0003993,2/23/2021,3/3/2021,13,Trade Supply,USD,RPT503,91,11,12,3825.7,2907.532,45908.4
SO - 0005438,2/23/2021,1/3/2021,37,Logistics Partner,USD,RPT503,58,5,6,944.7,699.078,5668.2
SO - 0007902,2/23/2021,11/3/2021,37,Logistics Partner,NZD,RPT503,25,5,10,5299.7,3444.805,52997.0
SO - 000402,2/24/2021,1/3/2021,43,Logistics Partner,USD,RPT503,87,1,7,3993.2,3234.492,27952.4
SO - 0001117,2/24/2021,4/3/2021,11,Trade Supply,USD,RPT503,8,7,12,3953.0,2964.75,47436.0
SO - 0002341,2/24/2021,2/3/2021,38,Logistics Partner,NZD,RPT503,44,9,8,227.8,104.788,1822.4
SO - 0005020,2/24/2021,3/3/2021,21,Logistics Partner,USD,RPT503,76,11,8,884.4,548.328,7075.2
SO - 0005107,2/24/2021,9/3/2021,7,Logistics Partner,EUR,RPT503,25,8,10,1045.2,501.696,10452.0
SO - 0005318,2/24/2021,3/3/2021,9,Logistics Partner,NZD,RPT503,38,1,6,1085.4,445.014,6512.4
SO - 0006061,2/24/2021,3/13/2021,7,Trade Supply,AUD,RPT503,40,2,7,3845.8,2768.976,26920.6
SO - 0006479,2/24/2021,6/3/2021,48,Logistics Partner,NZD,RPT503,53,13,11,268.0,112.56,2948.0
SO - 0007959,2/24/2021,8/3/2021,48,Global Sales,USD,RPT503,28,8,6,2378.5,1522.24,14271.0
SO - 0001024,2/25/2021,2/3/2021,40,Trade Supply,USD,RPT503,59,2,12,3530.9,2577.557,42370.8
SO - 0001772,2/25/2021,2/3/2021,32,Trade Supply,NZD,RPT503,21,5,10,1118.9,503.505,11189.0
SO - 0003067,2/25/2021,9/3/2021,3,Trade Supply,AUD,RPT503,8,7,6,1038.5,467.325,6231.0
SO - 0004773,2/25/2021,12/3/2021,34,Logistics Partner,USD,RPT503,90,5,8,1862.6,1229.316,14900.8
SO - 0006192,2/25/2021,3/14/2021,28,Global Sales,NZD,RPT503,12,13,7,2458.9,1032.738,17212.3
SO - 0008005,2/25/2021,3/14/2021,29,Logistics Partner,NZD,RPT503,66,7,11,2847.5,1395.275,31322.5
SO - 0001121,2/26/2021,3/15/2021,31,Logistics Partner,NZD,RPT503,91,1,6,6117.1,4343.141,36702.6
SO - 0001160,2/26/2021,9/3/2021,41,Logistics Partner,NZD,RPT503,24,3,5,3819.0,3055.2,19095.0
SO - 0002442,2/26/2021,5/3/2021,18,Logistics Partner,GBP,RPT503,95,2,9,2304.8,1936.032,20743.2
SO - 0002809,2/26/2021,7/3/2021,48,Trade Supply,USD,RPT503,85,13,6,1809.0,922.59,10854.0
SO - 0003361,2/26/2021,11/3/2021,50,Global Sales,EUR,RPT503,45,7,12,3953.0,3241.46,47436.0
SO - 0004793,2/26/2021,2/3/2021,11,Logistics Partner,GBP,RPT503,50,1,12,1795.6,897.8,21547.2
SO - 0006871,2/26/2021,8/3/2021,25,Trade Supply,AUD,RPT503,77,12,10,1132.3,690.703,11323.0
SO - 0007359,2/26/2021,5/3/2021,42,Trade Supply,AUD,RPT503,84,1,9,2793.9,2039.547,25145.1
SO - 000123,2/27/2021,5/3/2021,40,Logistics Partner,GBP,RPT503,39,13,6,3979.8,3064.446,23878.8
SO - 000886,2/27/2021,3/3/2021,8,Logistics Partner,NZD,RPT503,20,11,10,1219.4,951.132,12194.0
SO - 0001382,2/27/2021,2/3/2021,39,Logistics Partner,USD,RPT503,33,7,6,3899.4,2417.628,23396.4
SO - 0001815,2/27/2021,3/14/2021,8,Trade Supply,GBP,RPT503,42,1,9,1125.6,821.688,10130.4
SO - 0002426,2/27/2021,6/3/2021,21,Logistics Partner,GBP,RPT503,16,11,11,268.0,227.8,2948.0
SO - 0003625,2/27/2021,7/3/2021,29,Trade Supply,NZD,RPT503,62,7,10,1038.5,841.185,10385.0
SO - 0005271,2/27/2021,6/3/2021,44,Trade Supply,AUD,RPT503,10,7,11,1701.8,1276.35,18719.8
SO - 0007894,2/27/2021,9/3/2021,29,Logistics Partner,NZD,RPT503,21,7,9,1125.6,866.712,10130.4
SO - 000664,2/28/2021,6/3/2021,42,Trade Supply,USD,RPT503,70,9,10,1118.9,727.285,11189.0
SO - 000888,2/28/2021,4/3/2021,50,Trade Supply,NZD,RPT503,51,7,11,174.2,80.132,1916.2
SO - 0001586,2/28/2021,3/18/2021,43,Logistics Partner,USD,RPT503,19,12,11,3912.8,3091.112,43040.8
SO - 0001617,2/28/2021,3/13/2021,4,Trade Supply,NZD,RPT503,100,3,8,247.9,99.16,1983.2
SO - 0001623,2/28/2021,3/3/2021,21,Global Sales,AUD,RPT503,48,2,12,5239.4,2619.7,62872.8
SO - 0002188,2/28/2021,3/17/2021,13,Trade Supply,GBP,RPT503,1,9,11,194.3,126.295,2137.3
SO - 0005900,2/28/2021,9/3/2021,5,Logistics Partner,NZD,RPT503,43,11,6,5936.2,2849.376,35617.2
SO - 0006610,2/28/2021,3/13/2021,26,Trade Supply,USD,RPT503,29,5,10,1105.5,795.96,11055.0
SO - 0006656,2/28/2021,8/3/2021,19,Trade Supply,NZD,RPT503,76,12,8,844.2,641.592,6753.6
SO - 0007202,2/28/2021,3/18/2021,19,Trade Supply,NZD,RPT503,90,11,9,911.2,583.168,8200.8
SO - 0007723,2/28/2021,6/3/2021,50,Trade Supply,NZD,RPT503,83,13,8,2854.2,1712.52,22833.6
SO - 000196,1/3/2021,3/18/2021,5,Global Sales,NZD,RPT503,18,7,9,187.6,144.452,1688.4
SO - 0001376,1/3/2021,3/16/2021,20,Trade Supply,USD,RPT503,11,7,12,3939.6,1575.84,47275.2
SO - 0002265,1/3/2021,3/18/2021,33,Trade Supply,AUD,RPT503,2,7,11,1078.7,528.563,11865.7
SO - 0002393,1/3/2021,9/3/2021,46,Logistics Partner,NZD,RPT503,16,11,7,2331.6,1841.964,16321.2
SO - 0002828,1/3/2021,10/3/2021,1,Trade Supply,USD,RPT503,38,7,9,1956.4,860.816,17607.6
SO - 0004011,1/3/2021,3/15/2021,13,Trade Supply,NZD,RPT503,19,7,6,884.4,689.832,5306.4
SO - 0004209,1/3/2021,9/3/2021,44,Trade Supply,AUD,RPT503,98,5,10,3899.4,2924.55,38994.0
SO - 0004220,1/3/2021,10/3/2021,33,Global Sales,USD,RPT503,88,2,7,2673.3,1122.786,18713.1
SO - 0004964,1/3/2021,12/3/2021,5,Global Sales,AUD,RPT503,59,13,5,6164.0,4129.88,30820.0
SO - 0005255,1/3/2021,3/13/2021,13,Trade Supply,USD,RPT503,73,1,5,1929.6,1485.792,9648.0
SO - 0005579,1/3/2021,10/3/2021,47,Logistics Partner,AUD,RPT503,15,7,7,1058.6,899.81,7410.2
SO - 0006912,1/3/2021,10/3/2021,1,Logistics Partner,USD,RPT503,26,5,10,3999.9,3359.916,39999.0
SO - 0007733,1/3/2021,3/16/2021,9,Logistics Partner,AUD,RPT503,3,2,10,3195.9,1981.458,31959.0
SO - 0007854,1/3/2021,3/19/2021,41,Logistics Partner,USD,RPT503,83,7,6,3115.5,1900.455,18693.0
SO - 0007878,1/3/2021,12/3/2021,45,Global Sales,AUD,RPT503,79,1,12,5353.3,3211.98,64239.6
SO - 0008070,1/3/2021,8/3/2021,36,Logistics Partner,NZD,RPT503,80,2,8,2298.1,988.183,18384.8
SO - 000118,2/3/2021,9/3/2021,30,Global Sales,NZD,RPT503,34,13,12,984.9,393.96,11818.8
SO - 0001044,2/3/2021,3/17/2021,39,Logistics Partner,NZD,RPT503,46,1,9,5272.9,3005.553,47456.1
SO - 0001157,2/3/2021,11/3/2021,9,Global Sales,NZD,RPT503,56,7,12,2237.8,1118.9,26853.6
SO - 0001307,2/3/2021,3/13/2021,33,Global Sales,USD,RPT503,81,9,12,6371.7,4460.19,76460.4
SO - 0002403,2/3/2021,3/15/2021,25,Logistics Partner,USD,RPT503,57,14,12,884.4,619.08,10612.8
SO - 0003810,2/3/2021,3/18/2021,8,Trade Supply,USD,RPT503,21,1,12,3946.3,1617.983,47355.6
SO - 0004704,2/3/2021,3/18/2021,2,Logistics Partner,USD,RPT503,21,5,8,1212.7,933.779,9701.6
SO - 0005994,2/3/2021,9/3/2021,26,Trade Supply,AUD,RPT503,37,7,9,1862.6,1564.584,16763.4
SO - 0006121,2/3/2021,8/3/2021,20,Logistics Partner,NZD,RPT503,58,2,10,1038.5,571.175,10385.0
SO - 0007579,2/3/2021,3/20/2021,25,Trade Supply,NZD,RPT503,35,11,12,931.3,651.91,11175.6
SO - 000821,3/3/2021,3/20/2021,11,Logistics Partner,NZD,RPT503,53,7,9,247.9,151.219,2231.1
SO - 000962,3/3/2021,3/17/2021,24,Trade Supply,NZD,RPT503,43,2,9,837.5,644.875,7537.5
SO - 0001352,3/3/2021,3/14/2021,9,Trade Supply,GBP,RPT503,58,5,11,1721.9,792.074,18940.9
SO - 0004064,3/3/2021,12/3/2021,16,Logistics Partner,NZD,RPT503,6,2,8,6559.3,4132.359,52474.4
SO - 0004341,3/3/2021,3/16/2021,29,Logistics Partner,AUD,RPT503,55,1,6,3986.5,3109.47,23919.0
SO - 0005931,3/3/2021,11/3/2021,17,Trade Supply,NZD,RPT503,21,9,11,1139.0,933.98,12529.0
SO - 0002182,4/3/2021,3/13/2021,12,Logistics Partner,NZD,RPT503,97,1,6,1025.1,563.805,6150.6
SO - 0003242,4/3/2021,3/17/2021,40,Trade Supply,AUD,RPT503,94,11,7,2827.4,1781.262,19791.8
SO - 0004195,4/3/2021,3/18/2021,21,Logistics Partner,EUR,RPT503,100,4,10,3986.5,2710.82,39865.0
SO - 0006316,4/3/2021,10/3/2021,22,Trade Supply,NZD,RPT503,84,1,6,1319.9,989.925,7919.4
SO - 0007023,4/3/2021,3/14/2021,34,Logistics Partner,NZD,RPT503,41,7,12,1118.9,626.584,13426.8
SO - 000627,5/3/2021,3/17/2021,33,Trade Supply,NZD,RPT503,81,1,6,207.7,135.005,1246.2
SO - 0001070,5/3/2021,3/17/2021,14,Logistics Partner,USD,RPT503,99,11,5,3932.9,2910.346,19664.5
SO - 0001149,5/3/2021,3/14/2021,39,Logistics Partner,EUR,RPT503,26,1,12,1085.4,759.78,13024.8
SO - 0001151,5/3/2021,3/13/2021,4,Trade Supply,USD,RPT503,18,11,10,2907.8,2180.85,29078.0
SO - 0002405,5/3/2021,3/23/2021,23,Trade Supply,NZD,RPT503,70,2,7,964.8,694.656,6753.6
SO - 0003950,5/3/2021,3/22/2021,43,Trade Supply,NZD,RPT503,2,4,12,978.2,528.228,11738.4
